Chave= dinovo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= noitee; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= pour; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= achou; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= boooa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= duex; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= estreia; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= laser; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= masculina; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= dps; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= mesma; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 4
Chave= descepcionam; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= crlh; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= dessas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= minutos; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 4
Chave= considero; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= inedito; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= aniversariando; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= http; Valor= 0; Escore Total= 33.0; Número de vezes em que aparece= 231
Chave= comentados; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= desenho; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= jalopnik; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= curve; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= liminar; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= chocolate; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= alliance; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= friends; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= pavilhao; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= merda; Valor= -1; Escore Total= -6.0; Número de vezes em que aparece= 6
Chave= conhecida; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= imperfeita; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= subordinou; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= booom; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= sonho; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= juntas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= comprar; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 6
Chave= psicologo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= nicholas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= versao; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= baiana; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= assalto; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= curtir; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= compras; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= mesmo; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 7
Chave= cely; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= mtd; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= cantando; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= significa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= encontro; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= especiais; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= jacki; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= capa; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= keynote; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= pensou; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= plakinha; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= johto; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= playstation; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 9
Chave= queimouseufilme; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= irmaos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= sobre; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 22
Chave= ruim; Valor= 0; Escore Total= -4.0; Número de vezes em que aparece= 6
Chave= poder; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 3
Chave= joogando; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= ciencias; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= nojo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= meiao; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= luna; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= namorada; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= une; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= teamo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= povo; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= desenvolver; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= mto; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 4
Chave= empate; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= postando; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= mistura; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= viado; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= shou; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= quando; Valor= 0; Escore Total= -10.0; Número de vezes em que aparece= 19
Chave= teriam; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= show; Valor= 0; Escore Total= 4.0; Número de vezes em que aparece= 8
Chave= lindoes; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= sabado; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= shox; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= vindo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= creed; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= viram; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= tinhamos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= juizzz; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= mtv; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= browne; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= adquire; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= cho; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= estreiei; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= gel; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= aguardando; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= banda; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= phn; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= panasonic; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= uns; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= experimetei; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= cadastrando; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= olhar; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= tem; Valor= 0; Escore Total= -11.0; Número de vezes em que aparece= 40
Chave= emocaao; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= gthttp; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= auladetalhe; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= marquinho; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= boquita; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= lixa; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= humor; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= enquanto; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= teste; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= abracado; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= ter; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 19
Chave= vaio; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 7
Chave= cartoes; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= chan; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= breve; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= algum; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 4
Chave= credito; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= filha; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= gurias; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= algun; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= ixl; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= bando; Valor= -1; Escore Total= -3.0; Número de vezes em que aparece= 3
Chave= iniciativa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= parcelas; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= piloto; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= muleke; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= inveja; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= imagens; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= foda; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= comecaram; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= galros; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= dormido; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= pouco; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 5
Chave= lixo; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= fuder; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= comecando; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= superou; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= hoodie; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= chaz; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= aviso; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= fudeu; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= incriveis; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= jaqueta; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= qro; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= booomvale; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= wiiu; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= estacoes; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= direcaosem; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= uol; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 4
Chave= estudos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= agua; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= certamente; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= hopi; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= perfume; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= companhia; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= cumprem; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= tecnica; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= ahsuahsuahsau; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= fragancia; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= obra; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= vida; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 7
Chave= danadas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= saindo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= hotel; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= garotas; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= pegou; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= burros; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= quatro; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= aposentar; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= quee; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= faturando; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= kesha; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= isso; Valor= 0; Escore Total= -3.0; Número de vezes em que aparece= 13
Chave= finalmente; Valor= 1; Escore Total= 4.0; Número de vezes em que aparece= 4
Chave= falam; Valor= -1; Escore Total= -3.0; Número de vezes em que aparece= 3
Chave= lualonenocriancaesperanca; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= aulas; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 3
Chave= empurram; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= teardrops; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= participacao; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= mariio; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= directo; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= capricho; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= pixelart; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= especiial; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= hahaha; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= nintendista; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= comemorando; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= famoso; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= cara; Valor= 0; Escore Total= -4.0; Número de vezes em que aparece= 10
Chave= falar; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 3
Chave= ontem; Valor= 0; Escore Total= 7.0; Número de vezes em que aparece= 17
Chave= jamaica; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= ingresso; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= expressao; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= quem; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 11
Chave= hpc; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= contas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= promocao; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 29
Chave= gremio; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= pela; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 19
Chave= dsi; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= contar; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= short; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= estragar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= caaara; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= quer; Valor= 0; Escore Total= -4.0; Número de vezes em que aparece= 13
Chave= mergel; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= organizar; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= legal; Valor= 1; Escore Total= 8.0; Número de vezes em que aparece= 8
Chave= hidratacao; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= casado; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= artista; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= vota; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= monitortv; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= caderno; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= disquete; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= torrada; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= mvp; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= bife; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= amiga; Valor= 1; Escore Total= 3.0; Número de vezes em que aparece= 3
Chave= equipe; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= omgnum; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= ponte; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= signum; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= vote; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= logomarca; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= intressado; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= haha; Valor= 1; Escore Total= 4.0; Número de vezes em que aparece= 4
Chave= claramente; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= newyork; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= caro; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= comigoeu; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= leite; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= escola; Valor= 0; Escore Total= -3.0; Número de vezes em que aparece= 5
Chave= lancamentos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 5
Chave= melhores; Valor= 1; Escore Total= 4.0; Número de vezes em que aparece= 4
Chave= saiba; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 4
Chave= substituicao; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= nossa; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 9
Chave= bjos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= sequencia; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= esporteinterativo; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= pelo; Valor= 0; Escore Total= -4.0; Número de vezes em que aparece= 10
Chave= reclamam; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= clubes; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= superfudido; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= planos; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= flamengo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= inscricao; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= multisom; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= dormi; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= lms; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= deus; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 8
Chave= gostei; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 6
Chave= inteirinho; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= amigo; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= office; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 3
Chave= moveismais; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= gratis; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 4
Chave= maldita; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= qualquer; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= acusa; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= heei; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= dinamica; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= nome; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 4
Chave= pilates; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= liquido; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= surpresa; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= shrh; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= legendarios; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= alias; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= selecao; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= quemexplica; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= nada; Valor= 0; Escore Total= -6.0; Número de vezes em que aparece= 10
Chave= treinamento; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= unem; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= tiracolo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= nosso; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 4
Chave= bar; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= casa; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 15
Chave= penal; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= lanca; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= feras; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= noiite; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= runningdivas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= fidiputa; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= bau; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= case; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= inesquecivel; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= pergunta; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= propagandasemfrescura; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= lotus; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= desligar; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= conhecendo; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= odeia; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= comecam; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= hora; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= cima; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= dtm; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= coisas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 3
Chave= infos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 6
Chave= maldito; Valor= -1; Escore Total= -4.0; Número de vezes em que aparece= 4
Chave= deve; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= limao; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= sophiaabrahao; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= desfila; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= descobri; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= comecar; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= kkkkk; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= florianopolis; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= porra; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 5
Chave= mws; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= correr; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= capacitacao; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= caso; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= combinar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= portatil; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= the; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= ficaadica; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= comprei; Valor= 0; Escore Total= 5.0; Número de vezes em que aparece= 8
Chave= delicia; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= portooo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= desejos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= devo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= vale; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= acelerar; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= fofo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= football; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= desde; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= odeio; Valor= -1; Escore Total= -5.0; Número de vezes em que aparece= 5
Chave= comprem; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= usarem; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= tardeee; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= fikam; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= favor; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
